,AAPL,MSFT,JNJ,XOM,BTC
2020-04-30,0.020099946721930266,0.022255093702472417,0.018812333661387664,0.023471440000805418,0.0200606280819255
2020-05-01,0.020087757542130668,0.0186085170101685,0.01957389088504261,0.022726247754187467,0.020053012831851607
2020-05-04,0.02016695021156305,0.018106540847685697,0.019581582889393705,0.02304251999340631,0.01905493506878824
2020-05-05,0.019939245145687113,0.018015221910880903,0.019381516948863937,0.02306029245661831,0.01842601021450172
2020-05-06,0.019857045555501707,0.017933119980134738,0.020724690694863376,0.022125379831182485,0.01783907528636001
2020-05-07,0.02012939825495286,0.017297917493907793,0.019697208425293766,0.02210857652935374,0.0194739604365604
2020-05-08,0.019851123040578282,0.01751877987024554,0.019699970686660843,0.021235268826039728,0.019289221007346733
2020-05-11,0.019318105251895597,0.017736155541219267,0.018878056041983723,0.020252619229512235,0.019572207278738134
2020-05-12,0.019213192529174066,0.017313040836574513,0.018893349048137276,0.020480943404228284,0.01820802016643436
2020-05-13,0.01939544949366828,0.01648113295244778,0.019500819397426854,0.01936404973489309,0.018094873311840596
2020-05-14,0.019430823901491832,0.016539177074314074,0.020724126891446377,0.019330329824582587,0.018695049256550036
2020-05-15,0.01908605722891407,0.016884250349170418,0.02126155691216982,0.019348621699056892,0.0189468762191934
2020-05-18,0.019026710040314136,0.016938682070766358,0.021935513588566716,0.019499454980648367,0.02033692016367693
2020-05-19,0.018907894492874146,0.01696552065381569,0.021924068793433955,0.021195026409316756,0.01957441379951594
2020-05-20,0.019510106585069034,0.01707009784682592,0.02151174248256514,0.0216561988092153,0.019654881235045874
2020-05-21,0.018558094822116962,0.0171224936426587,0.021522752684157483,0.02221889018930944,0.018005879885162408
2020-05-22,0.018562634362260008,0.016247666950761522,0.02195794640274124,0.022475892568952514,0.01783102326707282
2020-05-25,0.0175214483752595,0.017387748560896685,0.022006163130945028,0.022278729818046947,0.017944512782231567
2020-05-26,0.014910384306764108,0.018083052966478465,0.023113570780082644,0.022216892246850212,0.01921187681525974
2020-05-27,0.014607905036856595,0.018269539710090887,0.023310993607647927,0.02271027944972742,0.019797866349763285
2020-05-28,0.0163703226941178,0.01844269311437488,0.022545335113655945,0.022527050004994827,0.02036266339323741
2020-05-29,0.01639161472169765,0.019848796429797123,0.022375744542337886,0.022696549469404557,0.020475225223708603
2020-06-01,0.01643043151661353,0.019841424618110844,0.022262952354901614,0.022347780889003327,0.020572864868194058
2020-06-02,0.014735594808190063,0.019996191585871664,0.02176125264795036,0.023896994227518904,0.0201401186245291
2020-06-03,0.016310442009968167,0.020005647101636166,0.02187741619270776,0.024249992968816764,0.020013744690891788
2020-06-04,0.01622410103373073,0.01989187509613632,0.02188377710921549,0.02394419665293411,0.0191733991529796
2020-06-05,0.015132025900743716,0.02003695217452744,0.02255449050855239,0.0238357904285878,0.020143377698846814
2020-06-08,0.01770475275360437,0.021364516827059168,0.022565715468641577,0.023131207256274648,0.0201238449676857
2020-06-09,0.017482005026110466,0.021589831676438288,0.022663971899822014,0.022253259472489177,0.019838844492574555
2020-06-10,0.017432022601800812,0.021640112566694694,0.023202748792292893,0.022347661122910655,0.019862781322673127
2020-06-11,0.01708487721433979,0.023715912091117484,0.02326951186892548,0.022132257556676253,0.020196999315055583
2020-06-12,0.017519221136538716,0.025038026560067442,0.022042537246712943,0.023185508339500747,0.02019396861041177
2020-06-15,0.017986939534981743,0.024931810763957705,0.02186689446558426,0.022897208827315836,0.020817987278561496
2020-06-16,0.018105824107173454,0.02557022949347322,0.021889408211504334,0.022775148986453414,0.0212743276236151
2020-06-17,0.018343835538566444,0.025878833986336648,0.020682686985592245,0.022366311802907032,0.02139952393244245
2020-06-18,0.018262755751869864,0.027138791938873544,0.020682597545271943,0.022544636351225278,0.02036738177119112
2020-06-19,0.018839202744948925,0.027261306264670326,0.021175231156828365,0.022558042771191063,0.02028501622952822
2020-06-22,0.019513861016046664,0.026920564563220367,0.02127236789363366,0.022200608644936975,0.01995431350489054
2020-06-23,0.019591813407232036,0.026919852322863792,0.02150909245485442,0.022221600415898376,0.01995948125596945
2020-06-24,0.02027123157632923,0.02697416106554909,0.0209647419199121,0.02198890579073613,0.020360100871022198
2020-06-25,0.020663742964751534,0.027051709509463263,0.01930725310787642,0.02222097250907209,0.020118829562962844
2020-06-26,0.020783209821344784,0.026644796158557162,0.018496796333900944,0.02277029532523259,0.020176782813969316
2020-06-29,0.020783376853818727,0.026632716608349125,0.017784158919773474,0.02272329763218521,0.019408856381476408
2020-06-30,0.02085818953765506,0.02663645464102529,0.017756409653400862,0.021199654549952207,0.020097007841719115
2020-07-01,0.02100004818121159,0.026794754168917443,0.019162209660804588,0.02106990600637098,0.020105280602587285
2020-07-02,0.020928186712781002,0.026821492981243603,0.019111102927313463,0.020427058504357297,0.020207857800472486
2020-07-03,0.02128581658489572,0.027272531232497826,0.018097090514146548,0.019748151585594648,0.020203114662774347
2020-07-06,0.02110301490960155,0.026702467998895623,0.018256481079310743,0.02068147224931931,0.020117785176397503
2020-07-07,0.02140327719246783,0.026347376052627186,0.01698260002312947,0.020918741169016243,0.01824823964432344
2020-07-08,0.022044182644519475,0.026478090680220934,0.016148733338208425,0.02029008587770153,0.018496354977075215
2020-07-09,0.021218421900218366,0.026232082511758535,0.0163569232929317,0.02028890803733986,0.01794176514450548
2020-07-10,0.021238529089331992,0.025313197864954944,0.016752080264888954,0.02018246314083549,0.017491223589485978
2020-07-13,0.021431509051205718,0.025297297577893868,0.01737061472335848,0.020234551342272124,0.01741090051111851
2020-07-14,0.021907455822557684,0.025524178750935572,0.01757965421434139,0.018161791719980013,0.017970718577177483
2020-07-15,0.020692620341203154,0.0252659437348037,0.018885990398449286,0.017033139545204027,0.01822729142655117
2020-07-16,0.021193702194821654,0.025233251254671088,0.019128109355977203,0.016845481741868173,0.018884194613781876
2020-07-17,0.022093346281054183,0.025382836472144232,0.018247877206714547,0.017280835805320978,0.0177535149544588
2020-07-20,0.02019451391083922,0.024085119883861267,0.018441839679510397,0.01768009066751374,0.017401774774468033
2020-07-21,0.02021936889741585,0.023895247346698095,0.01972156847233071,0.01801861306039229,0.017144647705668804
2020-07-22,0.020403154137361674,0.024125766394358643,0.019401921489856873,0.01767124247410098,0.017171611283040997
2020-07-23,0.020890201949605423,0.02217598509430609,0.019608321012712017,0.017679522325067414,0.01754215555522321
2020-07-24,0.021012343245293393,0.021120909466908255,0.019710619465063688,0.01579881209828365,0.017786866776270494
2020-07-27,0.020646873956355,0.020620119030059315,0.018954849747475064,0.01632133083212922,0.01692882826325241
2020-07-28,0.020460062987059068,0.0197223814319589,0.01920654221432913,0.01634100386274869,0.017067597030956356
2020-07-29,0.020231274509014924,0.020222138018680457,0.019226767303998273,0.018540106424097525,0.01685715168210441
2020-07-30,0.020072125628237326,0.01810549878174558,0.019418526590196467,0.01843264047816501,0.01733105309718266
2020-07-31,0.0194010098735751,0.017205379267820266,0.018864521686505896,0.019460129939491415,0.01843791556726394
2020-08-03,0.018837581130506646,0.017198702063637963,0.01885599038475245,0.020120617692461533,0.01830396664952858
2020-08-04,0.018722746965939285,0.017021954775392242,0.019904227204495015,0.019834138861299692,0.018510452850112786
2020-08-05,0.016802845340731013,0.017533287488257387,0.020706133100280685,0.019616343636718613,0.018319587424385636
2020-08-06,0.0180748043500374,0.017220255788207482,0.021414816516435845,0.019438241879668038,0.018257929003514577
2020-08-07,0.018105864701737102,0.01714252772880258,0.02140258071140358,0.01883498410782025,0.018069101339052904
2020-08-10,0.018557721810971792,0.017147407743142537,0.021621231800266327,0.019435118531538443,0.017514184057517132
2020-08-11,0.01870174630772761,0.017364900059024437,0.02221303321055018,0.021710962546687727,0.01660530133791264
2020-08-12,0.018165548103145763,0.017257979460870265,0.020824121581579397,0.02188409639673978,0.017607091710410736
2020-08-13,0.018417174708565374,0.017270833448590005,0.021116124186372428,0.02153044297823167,0.01749745727981834
2020-08-14,0.01846867851162809,0.016384200508825705,0.02108327295196337,0.02189591487379598,0.019097060043554107
2020-08-17,0.01865971463918635,0.01649965442454221,0.021643446362934582,0.021003250049179828,0.01906243144800489
2020-08-18,0.018636495098567425,0.016868628419208616,0.0221699979291902,0.021730377569516564,0.019406338157503943
2020-08-19,0.017856429544927253,0.01781263419884093,0.022162161973164608,0.021961194549399543,0.018271612357743883
2020-08-20,0.017809568814272987,0.01830264269077272,0.022515222185138514,0.022313021896937475,0.019463357054777457
2020-08-21,0.018884975570613888,0.017522219175702312,0.021996807709016936,0.022597782034918964,0.019735727032948916
2020-08-24,0.018771147470457376,0.017122980833482435,0.021595306284211784,0.022639000248957656,0.01984367896897038
2020-08-25,0.018364303392738746,0.016811600340490233,0.021545740449495546,0.022673617211795973,0.019545929220621986
2020-08-26,0.018738479628578202,0.01652015964655891,0.022602664171354144,0.022428330448334845,0.0190240596239081
2020-08-27,0.01846433960396635,0.016821170418342128,0.022249268783064765,0.022486951729053815,0.01959412537629026
2020-08-28,0.017381198474974314,0.01663603358845565,0.022241736145113145,0.022712119016036914,0.019887578084094245
2020-08-31,0.017403909651373818,0.01669127774553991,0.022076119122696775,0.02249042466905408,0.01995206165740046
2020-09-01,0.017406380280383025,0.016721901289216117,0.021383659744107258,0.02212968045702545,0.021290041992609247
2020-09-02,0.017431671438440138,0.018306044542162333,0.021463949402481787,0.022177769536151654,0.021297921354991624
2020-09-03,0.016692223805043028,0.018777234328816353,0.021170654680756858,0.023150063275213916,0.020717312635282894
2020-09-04,0.016406762883185374,0.018202576415876904,0.021448768480919225,0.023044741216876073,0.021213022742033353
2020-09-07,0.016457558546796938,0.018222680745260882,0.022454831180880264,0.023234146335382233,0.02119212277672784
2020-09-08,0.018745383452330996,0.018247535965804817,0.02222321079075267,0.023307494797136386,0.0209844132211581
2020-09-09,0.018789112607117135,0.017199268189257384,0.022250435217155563,0.0230606679881823,0.02095531457795238
2020-09-10,0.019246160526618053,0.01715301290796697,0.022096779032193186,0.023215218714273157,0.020613936193523332
2020-09-11,0.01956215689220617,0.017151363315053944,0.022135584268529438,0.022460517192296192,0.019644677103729597
2020-09-14,0.019583757404095733,0.01705750640963255,0.022074064998334086,0.021865248074672588,0.019880706370883017
2020-09-15,0.01965403569919329,0.017382046904449663,0.020834495681726416,0.021825070480901872,0.019711256313432703
2020-09-16,0.019403616976986646,0.018446967605390607,0.020121209809739252,0.022133545214994763,0.019514789202877945
2020-09-17,0.018506266904952905,0.01858995211168519,0.01939202460795952,0.022342947145863757,0.01928583502552872
2020-09-18,0.01851161501183859,0.019249170107585974,0.019637772605398403,0.023679606711253583,0.019873769889649597
2020-09-21,0.01818432698698937,0.01924897667735671,0.01973168632353982,0.02321418954300852,0.019801639593082402
2020-09-22,0.019188526033142774,0.021242267369076518,0.019590301641395542,0.021308062456974534,0.021319150182228908
2020-09-23,0.018851794381274288,0.021488421301353446,0.019822687621021313,0.02181988021781325,0.020524886758120513
2020-09-24,0.018884358578412412,0.02223288655333116,0.019558307770538727,0.02180885589815082,0.02042243836142877
2020-09-25,0.018518637850608866,0.022710741170286524,0.020411479999460674,0.021544148114430284,0.019075694272478846
2020-09-28,0.018892241442030944,0.022657360745574038,0.019437365760850134,0.02105303284912222,0.01906074702743525
2020-09-29,0.018628379841565783,0.021862783401176058,0.019608123917560817,0.02034374010175238,0.019780234692410067
2020-09-30,0.018622188107555185,0.0217581562390568,0.019807904307456062,0.02011450222977452,0.01981923558231954
2020-10-01,0.018747548528434955,0.02114778639771194,0.019439193832989077,0.02005871844873383,0.018587466587684075
2020-10-02,0.01744265862694035,0.02091007093811058,0.019481268209088833,0.01989159647515369,0.018054553849899072
2020-10-05,0.017424634974541695,0.020823281771729766,0.019407265126199735,0.020070727712619186,0.018526273556021766
2020-10-06,0.01771629774137063,0.02124163036116696,0.019390215705114375,0.020670175574852446,0.018760132548404147
2020-10-07,0.017456598995540012,0.02140383292724692,0.017073071829562848,0.021303614600893608,0.020481440586759058
2020-10-08,0.017270237127276867,0.021693416727330772,0.017930902456803174,0.0208225899011516,0.021398553080579537
2020-10-09,0.0176485445586523,0.021478607150132858,0.019010303532055954,0.021010448231279094,0.02122236714092195
2020-10-12,0.017964392475126892,0.021743240255511723,0.0193031971662624,0.021596905783931267,0.021304828390701597
2020-10-13,0.01878619180012859,0.02143445141460789,0.018731424976478384,0.02229009256044261,0.019955998855978763
2020-10-14,0.018915839516719858,0.021056907792634163,0.01855478082106488,0.022291024301516162,0.019967518623127383
2020-10-15,0.019005344319335447,0.02054756140614404,0.018558979102062813,0.021488440992213396,0.020094367388392143
2020-10-16,0.018350609257278976,0.020709311497253257,0.018082120173617506,0.02236893618425893,0.01908802217290815
2020-10-19,0.018418741891008023,0.022026622164444946,0.0170152122804632,0.021900119381070064,0.019176008193558178
2020-10-20,0.02076778211204621,0.022017416449289704,0.017759402994632342,0.021929434953454653,0.019037717167891113
2020-10-21,0.020748358105190025,0.02242644662640376,0.01781760059579147,0.02114776096230439,0.019156252782767783
2020-10-22,0.020804749744530626,0.022908314797351174,0.018693785208338753,0.021151023034690377,0.0197965826030499
2020-10-23,0.020504428528597785,0.023656184210475013,0.019052066760859993,0.021462703411916903,0.019648146800951866
2020-10-26,0.02054634506955839,0.02367048088134041,0.019327246799112175,0.022122962703529103,0.01959870320328965
2020-10-27,0.020574875671659353,0.02362280653826357,0.019217763194566587,0.022168288631985715,0.01967522475211008
2020-10-28,0.02059092040146751,0.022228940212559466,0.01924044254897185,0.022330922503699658,0.019767865697729432
2020-10-29,0.0208602603229058,0.022233933848884186,0.020053539297246407,0.02214968183956496,0.019779806041511073
2020-10-30,0.02089302433042523,0.02159884221083125,0.022176669938558675,0.020770542024316933,0.01928038879218046
2020-11-02,0.020693758952840733,0.021660815790504804,0.022158721533035115,0.020905063326085504,0.019494576209166364
2020-11-03,0.019686133686183483,0.01989697706816207,0.021588854127105192,0.020623149910257585,0.01832741357429245
2020-11-04,0.020886480426485023,0.019692209787202306,0.02156130762494804,0.0196177544550288,0.018477754552524345
2020-11-05,0.022260305624669584,0.019382720367494354,0.021668179325770635,0.01962075459009904,0.01866925487547189
2020-11-06,0.02232714191068771,0.018215246620057128,0.020408808310897916,0.01951666962560045,0.019174493428809752
2020-11-09,0.022712797767609125,0.018366389957469358,0.020695378377070008,0.019501978355623534,0.019548631562101605
2020-11-10,0.022850404512569478,0.018258070231085437,0.020495779830985755,0.019497770156533804,0.018681111660526346
2020-11-11,0.023070472484263627,0.01778045160249575,0.01983806656308791,0.02107855056357869,0.019036965022858995
2020-11-12,0.022700366864711753,0.018400413845052626,0.019565094110837032,0.020655754073403938,0.018882435300511494
2020-11-13,0.02321696155740638,0.01862384333443753,0.019565707400465652,0.020852135459445,0.018921185397464763
2020-11-16,0.023456901427268747,0.018883122361129566,0.01957890075758997,0.021053560930939907,0.018550691117603574
2020-11-17,0.022968935941222915,0.018618286482092128,0.01980945948490495,0.021208485432900107,0.01866503847824699
2020-11-18,0.023236185473981184,0.019148096592991187,0.019780953778385426,0.02132291900241817,0.016341960662198937
2020-11-19,0.023197631900275236,0.018661787020850966,0.020239545882551595,0.021614922815608055,0.014628833559216695
2020-11-20,0.02296205238783078,0.020479304288688372,0.019600210760177806,0.020842429226028476,0.014731872785835858
2020-11-23,0.022895710598414783,0.020287144080643103,0.019524247684799472,0.021884718349658147,0.014802540888810937
2020-11-24,0.02329760945403258,0.020283125170555198,0.019509942502388706,0.02144350195775858,0.015008724240722839
2020-11-25,0.02292023704782337,0.0193683549488553,0.019585840493094444,0.021473056416649768,0.014994718398410637
2020-11-26,0.024427337000518176,0.019351146080738898,0.019082664294001146,0.021435769328158768,0.01530387873861534
2020-11-27,0.024396006539562337,0.019177355578442336,0.019098155409555846,0.020247638839565433,0.017855502907842827
2020-11-30,0.02454845173570082,0.017567805382774578,0.01991882206705823,0.01997879246449337,0.017790969558163075
2020-12-01,0.02072188455470694,0.017785981297373864,0.019757550634464455,0.020312831815130227,0.017925105822693174
2020-12-02,0.020840095283085086,0.017691384307999384,0.019767834423754096,0.02096005877999611,0.017796333961926723
2020-12-03,0.020399611781732857,0.01782699937965428,0.018542577560467226,0.021555932985832943,0.018482508005454985
2020-12-04,0.020165003973195036,0.01827299789208684,0.018563697503689258,0.022111711135897088,0.018502314264548778
2020-12-07,0.020282000528408124,0.018303888938274667,0.01790725630034248,0.0212930723715755,0.02000783764247091
2020-12-08,0.02070121862958265,0.018577878962987834,0.0190681722831243,0.02129297103525092,0.02061738089926883
2020-12-09,0.020472501334010604,0.020218219380218085,0.019247019132834896,0.020305223775194295,0.020598634937351704
2020-12-10,0.020368711532008435,0.020153796620332155,0.01838708037903462,0.0201976152180916,0.021176242127023594
2020-12-11,0.0204615833559311,0.02216157805405723,0.01533688755751953,0.02023271203002402,0.02149440259129385
2020-12-14,0.021503353779094167,0.02206423248862295,0.015306214458160345,0.02214585688832549,0.021382216296262864
2020-12-15,0.02156307015931401,0.02201379437795729,0.015244237660028914,0.022763650614550247,0.021218575875794198
2020-12-16,0.02017448793991849,0.022008297502231627,0.015222124891550845,0.02269305120863498,0.02110289529695948
2020-12-17,0.019424161592010134,0.021318594651854778,0.015334549682207481,0.02312179374574189,0.021039272692844693
2020-12-18,0.020786609326449608,0.021525528260080938,0.01534064496290062,0.02353756067698751,0.020581736834029595
2020-12-21,0.02019051967025826,0.021239786607190798,0.01418939175450323,0.02358919157639379,0.020204016786461595
2020-12-22,0.02094903593766184,0.02099213550568124,0.01424073634045479,0.023696381449649032,0.020871640272556707
2020-12-23,0.02065036589031521,0.020616658485557382,0.014398357776718744,0.022482045729811915,0.021491542551368384
2020-12-24,0.0211642358360123,0.020491619905709937,0.01655970344139139,0.022665970243356277,0.021514470253936022
2020-12-25,0.02093535017759286,0.020673223519762526,0.016948720215621264,0.02242512094024211,0.021367585709516655
2020-12-28,0.020788111568350993,0.020212447102026656,0.016793818900528504,0.022775686820756893,0.02135622392598221
2020-12-29,0.020828335818495438,0.020406319536606796,0.01694661298669195,0.02210375896956363,0.021244935403147387
2020-12-30,0.020947969533132525,0.020052730035190064,0.016989260731088265,0.02105370694842471,0.021972566764664626
2020-12-31,0.020945342436041674,0.020366813582316273,0.016511770980778002,0.020394565404807278,0.02197395152576735
2021-01-01,0.024364918049392163,0.01855058679138099,0.016848391463027978,0.021280708840776763,0.021718541676972673
2021-01-04,0.024532668401461382,0.018481019335288156,0.016768668286181915,0.020929091744691514,0.021466181358337503
2021-01-05,0.02313314773081824,0.018914721965578002,0.016856880787770225,0.020883002592377495,0.021745596606368565
2021-01-06,0.023290667063791612,0.018964400740376003,0.016625603554614062,0.021494323360043026,0.021833286121010324
2021-01-07,0.023108626354052485,0.018958665112954614,0.017201965737316426,0.022814441979572626,0.02195116852706239
2021-01-08,0.02361015328893394,0.019175617634918433,0.01705867704785407,0.02291298951875843,0.02059134076330445
2021-01-11,0.023555464151924915,0.019646199557282328,0.016600107479777724,0.02292603626428107,0.021461050390654574
2021-01-12,0.02328943799442123,0.019451862202511605,0.01652466796062614,0.022355061043599963,0.02123458062122255
2021-01-13,0.023848447256446716,0.019195866309285343,0.017680310519017427,0.021895689810669455,0.02118516032270579
2021-01-14,0.024370593886923995,0.019175699656853663,0.01745568718393135,0.021085128233706653,0.02038009081640423
2021-01-15,0.024713297768875053,0.018265396251834057,0.017813194581573488,0.019921432676550724,0.020590973812807847
2021-01-18,0.024449767475298045,0.018255427764340474,0.018439393772405915,0.02197334393126666,0.02018851150415757
2021-01-19,0.024326851170254078,0.017894330356234504,0.018444351368280567,0.02199172542509508,0.019372789415094103
2021-01-20,0.024405867134915854,0.01572569358980285,0.01893505292829011,0.021555895805898753,0.019128090619757048
2021-01-21,0.024386643879397353,0.015704348440890786,0.01870113695921963,0.021587505687586894,0.019023125306416137
2021-01-22,0.024369801901976466,0.013218163296580758,0.019471734361673543,0.022266417173759236,0.01862508614549626
2021-01-25,0.02340340853982794,0.013225983197851699,0.019415083907808155,0.02142051724921878,0.019219364093752314
2021-01-26,0.023332208455757043,0.013011930782272163,0.020282566923029356,0.021197567662832966,0.01892655881037755
2021-01-27,0.022961975006232878,0.013011784448752561,0.020564611910337805,0.022205571318921185,0.019215455705896986
2021-01-28,0.02282571900747221,0.01506271550712568,0.021136165468455433,0.022297377328102563,0.019542334692444072
2021-01-29,0.022209367034768352,0.015043541389358471,0.020895190132673137,0.022133858342970093,0.020147418270171656
2021-02-01,0.022125649425655564,0.015022124298849028,0.020813310801058645,0.022016691041235856,0.020390495438362632
2021-02-02,0.023067408128823883,0.015556965902832695,0.020695030324951704,0.021892917764346907,0.020061219463445495
2021-02-03,0.02405474450434613,0.01569305561753702,0.020824007284165332,0.02189198384215782,0.019509786668053874
2021-02-04,0.02347312212974018,0.0165827785403027,0.019892090225454566,0.022360881263350705,0.019720711422296092
2021-02-05,0.02355156446117709,0.016786763441421937,0.020204663940803686,0.02247316637012812,0.019976383445448487
2021-02-08,0.023503357413674455,0.016792387279959194,0.020175317964363917,0.021740959603809652,0.019989068836271603
2021-02-09,0.02330196998794601,0.017393652733462397,0.020508416550644497,0.02148410930057417,0.020387506788616266
2021-02-10,0.023135041471831593,0.017304629997653476,0.020335646321961453,0.021499276122974784,0.020180049140781645
